plate,numinSet,sample,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,isIBM,pedigree,znum,entity_id,pop,SampleWeight,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
65,226,4907,252,3450,6,11,5,5,252,NA,B104,Z027E0027,09IN4907,27,334.916,3.079427521,1.75118554,1116.860271,0.505778075,2561.955235,926.8248758,2764.161256,45.84327916,6.646163465,16.98526262,0.000883863,0.282130453,0.858039235,13.91632108,0.011979122,1.018254805,1.836192869,0.066137675,0.157781763,0.018608366
78,246,4982,274,4114,7,13,6,6,274,NA,Va35,Z027E0267,09IN4982,27,291.261,4.975695542,0.985955402,1528.413549,0.597070502,3645.238521,1225.391275,3506.504306,38.55602358,6.454695807,16.95103791,0.001001833,0.160009806,1.886795495,24.87770073,0.01369813,1.02817466,2.450819132,0.047513954,0.28600093,0.018604018
52,141,4937,157,2713,5,9,4,4,157,NA,B79,Z027E0045,09IN4937,27,230.628,4.670821485,5.236484263,1606.015999,1.013413209,3557.778754,1158.66258,3850.690653,87.38878876,6.639203435,19.18829401,0.001439731,0.246102868,2.207666607,22.22459901,0.01829112,1.623763959,1.887481903,0.165708587,0.298721161,0.018604003
2,21,4917,24,24,1,1,2,2,24,NA,F44,Z027E0118,09IN4917,27,193.505,5.460476891,6.715797497,1446.156704,1.220876805,3813.586903,1240.016419,3909.102491,106.8023043,8.697544508,23.20413371,0.000891263,0.150965152,3.094505337,29.86681565,0.018100073,1.502575883,1.631519717,0.327883047,0.134665755,0.018594061
35,288,4921,308,1901,3,6,5,11,629,NA,L578,Z027E0158,09IN4921,27,199.514,4.693136487,2.146840701,1510.733751,0.820775555,3570.223326,1137.341546,4034.45561,48.37292162,7.918096592,22.27259325,0.000883249,0.091776774,2.434585492,18.23486022,0.009490738,0.902660129,2.029756909,0.224003049,0.153312939,0.018517864
21,186,1431,208,1159,2,4,3,9,529,MO118,IBM,Z017E0120,09IN1431,17,270.726,3.34417731,2.349076031,1374.907467,0.51784618,2937.248643,1086.27283,3380.555783,78.4063968,4.05791842,18.63643838,0.001126111,0.217614547,1.079345231,21.93892845,0.005531689,5.146344933,0.995013581,0.130226685,0.436454557,0.018512328
34,173,5009,196,1789,3,6,4,10,517,NA,CI21E,Z027E0055,09IN5009,27,286.729,3.244460233,1.750714799,1434.110075,0.687135689,2879.661344,1109.342391,3254.56854,54.20189179,5.148809756,19.72300904,0.000806478,0.201641877,2.182519216,23.37788046,0.009330257,1.134020068,1.813871021,0.18910198,0.171203873,0.018461619
27,97,4870,120,1392,3,5,3,3,120,NA,NC314,Z027E0200,09IN4870,27,162.132,5.291977405,4.784263203,1075.538684,0.982658126,3378.518213,1081.60916,4562.453492,39.3524214,6.090064333,18.07366528,0.001121614,0.270890267,1.089557547,19.40488371,0.021894837,1.490657593,2.877089,0.123376987,0.210115107,0.018453901
84,275,1378,306,4467,7,14,6,12,627,MO311,IBM,Z017E0067,09IN1378,17,278.235,4.11896842,1.005954488,1099.217667,0.792215076,2780.185373,932.5172299,3158.38622,41.34135857,3.831211548,21.2992566,0.001473175,0.057915886,1.562488042,16.25867284,0.014738823,2.598694441,1.976158478,0.05473815,0.309396124,0.01844767
45,163,5065,182,2417,4,8,3,9,503,NA,SA24,Z027E0241,09IN5065,27,299.969,3.958206264,2.624498772,1166.841474,0.615563486,2830.069739,1025.724974,3315.350917,91.30383233,6.24009719,20.65646137,0.001228251,0.175860935,1.601623731,25.77302248,0.013180882,2.350282003,1.255393139,0.152906939,0.46610657,0.018438166
53,227,4910,253,2809,5,9,5,5,253,NA,Pa875,Z027E0233,09IN4910,27,340.025,4.910517969,2.756561021,1468.82514,0.543559336,3633.652256,1357.707991,4139.719238,54.4129238,8.688451554,26.97016036,0.001071781,0.233642097,1.08842317,28.83398473,0.012000789,0.991215075,1.719253773,0.085127554,0.207927399,0.018437226
38,20,5027,23,1937,4,7,2,2,23,NA,H99,Z027E0128,09IN5027,27,179.344,5.522343494,3.785681745,1535.853807,5.049458698,3515.931536,1465.430812,4375.755144,45.69913403,5.133762554,23.63752152,0.001347239,0.183955569,2.738654421,23.93088437,0.020450644,0.927698969,1.686993421,0.09208318,0.360448018,0.018433139
83,253,1325,294,4455,7,14,5,11,615,NA,B73,Z027E0040,09IN1325,27,276.77,4.27578031,1.162591427,1145.131463,1.122641112,3072.263035,1101.202888,3892.50156,29.77769929,4.787789884,20.07465315,0.001508631,0.161382033,1.596538208,20.7762207,0.013895155,1.065201447,3.202248099,0.037882735,0.212991954,0.01840332
31,57,4994,58,1651,3,6,1,7,379,NA,Va26,Z027E0266,09IN4994,27,196.767,3.73076028,2.726213244,1361.031865,0.630518101,3203.42348,1055.766639,3947.586013,36.5730811,4.031193838,20.52236975,0.001364112,0.295572517,1.252785949,19.77601929,0.005562409,1.127972991,2.260378219,0.128144203,0.270077917,0.018402894
1,89,1476,99,99,1,1,1,1,99,MO325,IBM,Z017E0073,09IN1476,17,261.269,4.166432005,2.947833785,1480.009868,0.650493851,3297.641618,1035.130143,3859.633669,92.12015756,4.420523637,20.45991943,0.00136216,0.067323225,1.794317108,24.01517502,0.013259488,3.470018008,1.676440532,0.453737337,0.815907479,0.018384107
30,243,4984,270,1542,3,5,6,6,270,NA,Oh7B,Z027E0229,09IN4984,27,277.954,3.657335147,6.692463376,1568.203758,0.771072431,3766.908224,1167.773227,3450.10245,92.71406466,9.234087514,16.13215473,0.000693557,0.585433291,1.694443588,18.62951429,0.01036764,1.420705794,1.588632874,0.337419306,0.201575157,0.018359744
51,126,1416,142,2698,5,9,3,3,142,MO328,IBM,Z017E0075,09IN1416,17,286,4.195850878,2.702474716,1345.200372,0.806081821,3109.671769,1012.933146,3901.124247,44.34742566,6.308672714,16.1968337,0.001029242,0.083104899,1.175913381,17.07099294,0.013815931,0.836180425,2.587412284,0.089970136,0.22223093,0.018353232
75,125,4855,143,3983,7,13,3,3,143,NA,Yu796_NS,Z027E0280,09IN4855,27,314.975,3.379145678,1.124663835,1161.904783,0.424031703,3508.591269,1004.15789,3130.702644,49.68324538,5.95798416,16.54217277,0.001049466,0.137218497,1.365366501,22.17841779,0.012337653,0.810819772,1.70745201,0.083785854,0.215517387,0.018301207
47,219,4863,244,2479,4,8,5,11,565,NA,Mp339,Z027E0171,09IN4863,27,350.4,3.044738541,1.871352058,1783.143762,0.441658484,3383.588246,1036.428376,3970.457443,57.83469028,5.387950353,19.23127219,0.000577284,0.186962651,1.598503326,12.709732,0.011112854,0.984806438,2.395437533,0.091860137,0.134156015,0.018299961
14,12,4873,2,632,2,3,2,2,2,NA,Mo17,Z027E0282,09IN4873,27,146.576,5.444127402,5.0363493,1475.19354,2.016808109,3441.735338,1099.726647,3629.185208,77.97274889,5.550041744,25.93988055,0.001579636,0.174338606,2.579133315,20.56747186,0.022694571,0.831126314,2.534991445,0.185339293,0.336727776,0.018293004
47,249,4962,277,2512,4,8,5,11,598,NA,A634,Z027E0015,09IN4962,27,381.054,6.162917162,2.479588592,1579.099074,0.588467709,3647.0499,1285.292614,3431.745861,67.81697632,8.220604767,19.80693272,0.000592087,0.258138691,2.067070225,17.99026617,0.010449822,1.412774836,1.525311827,0.110870258,0.184058395,0.018273493
65,194,5032,216,3414,6,11,5,5,216,NA,NC368,Z027E0223,09IN5032,27,309.392,3.480068885,0.765382909,1193.52809,0.553203186,3420.516301,990.867126,3478.897335,49.11328838,5.468074527,17.13845661,0.000924887,0.178398804,2.284284083,17.68576461,0.012624073,1.002927715,1.278134403,0.063595138,0.275979345,0.01823988
13,91,4957,102,732,2,3,1,1,102,NA,C49A,Z027E0050,09IN4957,27,181.344,4.320917887,3.921461168,1702.998605,0.50310158,3999.019476,1395.410086,4881.846756,42.90863764,7.543031248,32.69230594,0.001291524,0.644567146,2.490592272,30.01653266,0.014308567,1.392506598,1.519664785,0.123628942,0.295925859,0.018169486
45,158,5122,176,2411,4,8,3,9,497,NA,CML92,Z027E0105,09IN5122,27,247.974,6.4835761,3.946798079,1027.655136,0.706920138,3397.174985,1319.638178,5070.71174,67.09406246,3.577624208,18.61183975,0.001098982,0.180204893,1.090663081,18.47632758,0.016632628,1.365542489,1.622223337,0.131757396,0.178326665,0.018128434
69,130,1397,137,3656,6,12,3,9,458,MO279,IBM,Z017E0171,09IN1397,17,352.415,4.135663567,0.732100925,1300.342997,0.629645488,3534.997857,1010.14228,4558.157791,47.78692721,4.230164245,18.75793709,0.000947876,0.190428189,1.428207294,20.13697101,0.009518867,0.947167806,2.180589513,0.059292076,0.270713808,0.018096118
18,216,5022,228,858,2,3,6,6,228,NA,R229,Z027E0239,09IN5022,27,339.782,3.478338838,2.685972811,1451.043374,0.502341354,3331.072359,1210.288775,3876.01408,45.44385707,5.993646793,24.0823002,0.000655492,0.29586752,1.292757677,23.39739243,0.010396497,1.16102569,2.043005576,0.136559086,0.22146008,0.018012616
46,173,1421,196,2431,4,8,4,10,517,MO365,IBM,Z017E0087,09IN1421,17,354.101,4.918222935,2.037910494,1346.747484,0.690185276,3110.342827,1051.980311,4016.2643,40.14035972,6.756867131,16.81262928,0.000871757,0.089478228,1.862440941,26.39231865,0.010369743,1.089101278,2.101758602,0.080722658,0.351156907,0.017984631
71,223,4896,248,3767,6,12,5,11,569,NA,CML322,Z027E0090,09IN4896,27,204.617,3.259158379,2.590530714,1249.655073,2.162887301,3417.525027,972.2458587,3970.002669,41.84199098,5.09850171,22.05517802,0.001270035,0.258740568,3.289390657,20.80234572,0.00877594,1.195690689,2.434986959,0.066693285,0.418524088,0.017981236
81,100,5127,117,4278,7,14,3,9,438,NA,CML247,Z027E0079,09IN5127,27,214.276,3.878132377,1.092168342,1395.19071,0.693534047,2795.424184,1061.16801,4789.823694,138.7228073,6.4108008,14.4525495,0.00156115,0.380424483,2.16032025,26.09295114,0.01827758,1.330874267,4.846869957,0.237488059,0.182322052,0.017940575
11,249,4955,277,597,1,2,5,11,597,NA,Tx303,Z027E0252,09IN4955,27,294.227,4.750854925,3.071302301,1240.038608,0.720423975,2846.393012,1085.86676,4283.077701,96.35404082,5.237502565,12.72190528,0.003056502,0.300265579,3.148528746,26.71185661,0.011895092,1.574790315,2.853658091,0.24165323,0.237922768,0.01785789
9,126,1416,142,462,1,2,3,9,462,MO328,IBM,Z017E0075,09IN1416,17,225,3.449548476,3.268172617,1254.343798,1.143570319,2798.360117,870.714772,3106.579309,60.38834741,6.272702811,15.9491064,0.000871969,0.084109924,1.070255143,15.80044659,0.013006029,0.951204144,2.238902033,0.242190249,0.221763249,0.017853433
29,250,4879,278,1550,3,5,5,5,278,NA,Mo18W,Z027E0163,09IN4879,27,212.493,4.131483949,3.051225181,1213.336305,0.889093236,3177.904432,1241.659136,4449.570335,88.41682424,5.037478049,20.28866637,0.000769183,0.105851357,2.690498484,24.9402767,0.003193108,1.140171183,3.06482729,0.126680785,0.225390481,0.017789381
70,111,5123,124,3643,6,12,4,10,445,NA,H91,Z027E0126,09IN5123,27,298.353,3.100287208,0.705996949,1218.993791,0.397215748,3802.967076,1220.658812,3913.345692,15.00810469,6.148082058,15.83485382,0.000925344,0.197483485,0.993479063,14.06392255,0.008809228,1.065307505,1.139180816,0.01899248,0.10708666,0.017773692
3,126,4894,142,142,1,1,3,3,142,NA,R168,Z027E0237,09IN4894,27,153.188,6.453633208,4.388273166,1529.373148,1.314699538,4684.10508,1120.68417,4438.181646,67.34042577,5.896615732,28.84592638,0.001508703,0.645346467,3.108572655,33.43072758,0.02145382,1.027680819,1.68731203,0.234156291,0.291660174,0.017731801
32,54,4942,62,1655,3,6,2,8,383,NA,NC356,Z027E0217,09IN4942,27,285.279,3.81485715,3.04554801,1281.68279,0.94336147,3659.739578,1200.853662,4281.2059,31.46713509,8.021286452,20.17619112,0.000943374,0.52146542,1.512166087,23.62009044,0.010963623,0.729229759,1.824480803,0.083101621,0.088217174,0.017727504
66,271,5133,302,3500,6,11,6,6,302,NA,Ki2021,Z027E0149,09IN5133,27,186.44,4.257910297,2.33713349,1769.634887,0.945550193,4364.419774,1404.891272,6674.22628,81.9130585,6.159487908,26.03868929,0.001352061,0.130633221,1.532878783,32.49277195,0.015930501,1.377967174,2.867722505,0.083308499,0.268636774,0.017669988
48,275,1462,306,2541,4,8,6,12,627,MO302,IBM,Z017E0175,09IN1462,17,315.268,5.801646471,2.725731489,1519.840741,0.507453442,3356.099917,1419.140411,4970.31854,66.6750267,6.359269599,29.01496578,0.005305998,0.150275429,2.082836869,23.93607216,0.013288707,3.466652001,1.791071629,0.123564189,0.245552712,0.017664205
85,68,1507,76,4558,8,15,1,1,76,MO032,IBM,Z017E0021,09IN1507,17,359.801,4.458172762,0.948766374,1142.375534,0.416919454,2345.034364,887.0634118,3217.385107,37.06678503,4.835339883,20.24339423,0.000749385,0.137442016,1.141150265,14.75509849,0.007788428,0.749765246,2.438371645,0.050888979,0.284709764,0.017596259
49,2,4948,13,2569,5,9,1,1,13,NA,Mo1W,Z027E0164,09IN4948,27,186.73,4.375754309,3.421564323,1292.163745,0.57583721,3208.025321,1328.605762,4188.889315,27.7397554,4.344504314,25.47341176,0.001291355,0.592986842,1.312550055,23.70033031,0.020239463,1.18051327,1.82164846,0.061095144,0.209447213,0.017546152
9,128,4877,139,459,1,2,3,9,459,NA,33-16,Z027E0003,09IN4877,27,238.55,4.68143666,3.88672304,1461.436932,1.017504355,3065.340756,1160.428099,4336.290083,98.62109055,5.367655646,21.78245476,0.001735298,0.479735722,2.902510823,21.82432313,0.014561333,1.121998755,2.655392245,0.330302809,0.284361996,0.017541083
82,152,1504,166,4327,7,14,4,10,487,MO378,IBM,Z017E0090,09IN1504,17,263.872,3.308869706,1.013759123,1410.155531,0.739470133,2711.507199,1119.071755,4997.136084,40.59596576,5.144301372,18.30906952,0.00130282,0.1419861,1.864513305,16.74549271,0.015105903,1.057584728,3.682744484,0.063494464,0.348818873,0.017540975
36,265,4993,295,1888,3,6,6,12,616,NA,CI.7,Z027E0053,09IN4993,27,298.92,5.016643781,2.133729765,1614.179574,0.721229962,2858.847454,1070.230412,3183.070209,77.9022636,11.88285047,21.3402208,0.000849156,0.556982847,1.822733294,20.40199409,0.010428844,1.024795172,1.456582526,0.246915113,0.133401518,0.017539499
20,56,1358,59,1010,2,4,2,8,380,MO237,IBM,Z017E0158,09IN1358,17,221.083,3.892550807,4.81797065,1359.10507,0.577404137,3127.095957,1138.93358,4849.109057,62.12021021,4.644876385,21.22218324,0.001307949,0.068780429,1.101999423,14.46932906,0.008139245,1.099973349,2.445465516,0.195133937,0.155426432,0.017474088
1,58,1327,57,57,1,1,1,1,57,MO281,IBM,Z017E0058,09IN1327,17,314.66,4.030471344,2.85021432,1236.664712,0.864565969,3030.0223,996.7479084,3209.769367,61.6548657,4.306298681,15.61044832,0.000833743,0.165414313,1.136710271,14.72893222,0.012370848,1.912801994,3.093021768,0.194572957,0.239344439,0.017463072
68,42,5068,47,3566,6,12,2,8,368,NA,Tx601,Z027E0253,09IN5068,27,208.047,3.043276351,1.299912352,1262.320119,0.72309429,3213.646886,1067.667031,4939.969426,54.76689438,3.116451786,20.34428317,0.001054648,0.105538551,0.702969684,18.67110958,0.013850391,1.201487682,2.809775991,0.079518617,0.157035188,0.017455388
29,287,5049,309,1581,3,5,5,5,309,NA,NC328,Z027E0205,09IN5049,27,195.672,4.503674461,6.695272093,1152.767838,1.320557001,3317.998469,1124.240881,3840.258574,176.2184165,5.190805414,20.40083186,0.001185498,0.249962904,2.048560827,25.89478292,0.006389341,1.504879483,2.333003555,0.729471751,0.112645392,0.017444526
87,121,5088,147,4629,8,15,3,3,147,NA,CM105,Z027E0063,09IN5088,27,228.523,5.010007271,1.847782428,1418.26572,0.769465318,3086.329848,1145.995302,3420.06933,22.21423271,5.270566138,18.21353807,0.001181261,0.34093007,1.634236031,16.31226529,0.016992437,1.171376767,0.812264071,0.036937881,0.452389567,0.017382281
14,42,1493,47,677,2,3,2,2,47,MO298,IBM,Z017E0064,09IN1493,17,311.858,4.429407045,2.33474607,1363.237015,0.47637113,3914.479014,1203.568157,3903.784571,32.99773009,5.393979843,19.68679917,0.000735837,0.159846878,1.642282317,22.85533594,0.007948625,0.98532388,1.534831102,0.078636017,0.134669449,0.017373972
73,68,4872,76,3916,7,13,1,1,76,NA,B73Htrhm,Z027E0041,09IN4872,27,204.249,3.997886015,1.144700518,1262.86127,0.62636333,3046.985224,1114.791522,3916.469249,26.89833948,4.614640666,19.23430371,0.001613018,0.257499527,1.22681871,20.16048761,0.023541921,1.236148971,2.318540722,0.030396767,0.171650703,0.017349288
15,186,1343,208,838,2,3,3,3,208,MO368,IBM,Z017E0088,09IN1343,17,380.999,3.674884347,1.948825789,1325.193303,0.464600681,3613.225903,1186.224321,4070.799803,43.40332254,7.039967179,22.25932978,0.001741106,0.062176224,2.844138396,20.47817896,0.009978061,6.616014905,1.984706471,0.075828701,0.59381052,0.017340476
53,286,1525,310,2866,5,9,5,5,310,MO175,IBM,Z017E0138,09IN1525,17,178.121,4.687289144,5.107304233,1599.085849,0.725997629,3690.579971,1294.630866,4847.999768,113.4477971,6.73803216,21.61347809,0.001439242,0.216749046,2.820711931,24.31577501,0.022029873,2.688575935,1.873362656,0.170030315,0.297163151,0.017334284
52,119,5034,133,2689,5,9,4,4,133,NA,Mo44,Z027E0166,09IN5034,27,299.865,4.928776287,1.932120831,1331.997516,0.550822794,3298.032919,1110.762863,4011.195563,54.44802696,6.367264977,23.64499854,0.001197852,0.257114948,1.729513318,22.78657369,0.014278287,1.066221996,2.742232777,0.10427317,0.296916815,0.017320758
38,79,4843,87,2001,4,7,2,2,87,NA,CML11,Z027E0070,09IN4843,27,252.554,4.352845555,2.732490389,1344.460125,0.523560176,3093.81372,1103.666925,4655.597906,55.83478306,4.951537919,13.41481819,0.000814308,0.129092471,0.93422125,14.34983975,0.015980173,1.597156634,2.611530159,0.101446261,0.152932593,0.017312379
28,110,1515,123,1395,3,5,4,4,123,MO218,IBM,Z017E0153,09IN1515,17,274.246,4.19593428,2.188494448,1395.405618,0.635073821,3793.400415,1031.260999,3707.461769,54.2772443,5.469131033,23.93307772,0.001165077,0.142258769,2.085445721,22.32977154,0.012804273,4.96761547,2.865417196,0.118323708,0.275053742,0.017285447
85,94,1516,105,4587,8,15,1,1,105,MO141,IBM,Z017E0126,09IN1516,17,211.094,5.150213995,1.398286346,1381.544897,0.690489105,3194.141836,1046.925458,3169.414189,46.69815063,4.807566648,15.2998144,0.000905705,0.143721548,1.544906791,17.64138411,0.012066186,1.27319775,2.69135242,0.040518234,0.29027076,0.017274748
51,98,5040,119,2675,5,9,3,3,119,NA,N192,Z027E0176,09IN5040,27,318.795,5.089705468,2.10892436,1448.944227,0.596655699,4016.588047,1375.313828,4297.122999,60.30510953,8.333856399,20.15321824,0.000778813,0.285150256,1.295966811,22.51025662,0.011930524,1.07622573,2.321163261,0.119970023,0.195064791,0.017257025
47,225,5110,250,2485,4,8,5,11,571,NA,A632,Z027E0014,09IN5110,27,232.649,4.054042777,2.439508264,1354.129141,0.565268091,3981.132871,1360.709816,4093.139521,41.9211434,6.374424312,15.75276807,0.000976823,0.206725463,0.940315889,19.46969972,0.015940468,1.685244216,1.176268949,0.135796642,0.199776727,0.017248065
17,232,4882,264,894,2,3,5,5,264,NA,B68,Z027E0039,09IN4882,27,182.08,4.581829093,4.007041996,1402.496963,1.083003817,3910.467887,1414.101484,4726.626528,39.38820754,6.981474271,16.3749105,0.000993911,0.250908715,2.018583831,19.36201991,0.005730605,1.494501019,2.78690152,0.143794137,0.2210765,0.0172386
10,106,5034,110,430,1,2,4,10,430,NA,Mo44,Z027E0166,09IN5034,27,319.428,4.109910913,2.652983662,1289.36006,0.706680747,2956.457158,1137.967081,4352.096958,43.28356839,6.481918231,20.81617086,0.001003592,0.266841328,1.867203965,24.74889174,0.011493713,1.099548792,3.20006201,0.11565438,0.238880251,0.017212791
11,260,5051,286,606,1,2,5,11,606,NA,H105W,Z027E0123,09IN5051,27,330.853,3.346970947,3.370450141,1405.919696,0.67276179,3184.346071,1186.25354,3423.965134,51.04588363,5.245664453,17.35798158,0.000669165,0.248273538,2.709045027,17.46242953,0.010039768,0.849632552,1.524652427,0.182143376,0.13554998,0.017164674
58,180,1375,188,3065,5,10,4,10,509,MO181,IBM,Z017E0141,09IN1375,17,322.034,4.319643113,1.569142546,1101.836952,0.673785451,3056.878648,1022.842692,3516.777349,42.73011207,4.859640137,17.17311135,0.00116061,0.113378321,1.760123737,19.83759425,0.012161498,1.734954561,1.925345412,0.05897043,0.411609065,0.017133121
64,120,1352,134,3332,6,11,4,4,134,MO314,IBM,Z017E0184,09IN1352,17,281.147,4.077766278,0.836054135,1327.908009,2.087854777,3693.319284,1029.179998,4233.469106,59.62380761,5.825606782,28.05161645,0.001282625,0.065148078,1.781949389,23.55304928,0.011984461,2.098049708,2.678550669,0.06989698,0.405315168,0.017118903
57,190,4926,204,3081,5,10,3,9,525,NA,B73,Z027E0040,09IN4926,27,254.96,4.802835005,2.885627773,1159.222242,0.727570311,3098.194831,1105.777547,4230.820277,31.32210841,5.001919889,18.45232848,0.001151562,0.242251171,1.814800044,20.90748857,0.015524438,0.92234904,1.445336065,0.082305551,0.169114743,0.017116456
40,116,4991,129,2043,4,7,4,4,129,NA,NC230,Z027E0181,09IN4991,27,314.656,4.016923205,2.740608112,1437.322567,0.497424693,3024.609723,1135.448106,3537.927823,38.09566529,4.443558742,24.56462575,0.000823945,0.365914052,1.608715332,18.16397414,0.011796685,1.213336586,2.715661992,0.087726586,0.170656885,0.017102088
11,253,4951,294,614,1,2,5,11,614,NA,T234,Z027E0250,09IN4951,27,203.714,4.610438936,3.504959299,1498.945625,0.82931805,3353.826807,1314.059499,4704.386802,139.9782621,5.468038095,17.0281332,0.000917613,0.150016123,1.610122648,19.49424455,0.015524107,1.121032302,1.88475682,0.460896143,0.300447772,0.017089255
31,31,4899,34,1627,3,6,1,7,355,NA,W153R,Z027E0273,09IN4899,27,262.538,3.853963058,2.1791508,1641.656812,0.43877635,4006.140788,1351.528017,4435.947774,65.55729166,6.228696804,33.41540482,0.00065599,0.310264904,2.666297349,33.57798313,0.009066503,1.094446858,1.995630078,0.142070732,0.274354876,0.017070807
81,168,5096,187,4348,7,14,3,9,508,NA,Oh43E,Z027E0227,09IN5096,27,257.498,4.459720649,0.892118045,1585.346008,0.609064296,3003.813789,1185.559844,3745.758058,82.558849,7.908252066,19.3545995,0.001484575,0.358359462,0.971278987,14.41414778,0.015463244,1.303669411,1.442551952,0.19127695,0.327854705,0.017054711
17,249,4882,277,907,2,3,5,5,277,NA,B68,Z027E0039,09IN4882,27,238.696,4.616667199,4.895406411,1404.539772,0.848169216,3945.531696,1327.67105,4250.591688,49.98237983,7.40732086,16.3615706,0.00085684,0.265058838,2.01884199,19.16224073,0.010916614,1.5056586,2.504422697,0.106677264,0.195118531,0.017054011
35,197,1469,219,1812,3,6,5,11,540,MO382,IBM,Z017E0092,09IN1469,17,256.445,3.585978162,2.997088181,1322.513861,2.824285515,3268.596788,1029.571286,3991.996915,68.18099425,3.965927098,20.48387057,0.00139032,0.085690466,1.375227473,19.01196441,0.003687868,1.361058854,1.787513731,0.195885159,0.359861168,0.017051954
35,285,5023,312,1905,3,6,5,11,633,NA,T8,Z027E0251,09IN5023,27,286.626,5.892512431,1.257335757,1679.269087,0.677715165,3332.400121,1310.943802,3614.10089,83.94985348,6.539421217,20.23341899,0.000976836,0.235166465,2.786040431,27.62334162,0.011285678,0.827980964,1.642890896,0.310820232,0.23965059,0.017042775
76,180,5009,188,4028,7,13,4,4,188,NA,CI21E,Z027E0055,09IN5009,27,342.271,3.180665919,1.963709486,1500.778067,0.758621034,3006.753136,1078.39982,3190.162127,39.75208609,4.875542605,18.84012788,0.001345482,0.18740702,1.805462119,19.0043393,0.012555884,1.123180296,1.773927712,0.060927967,0.175992716,0.017031027
2,41,5046,46,46,1,1,2,2,46,NA,CML157Q,Z027E0073,09IN5046,27,264.005,4.684079432,3.210473059,1397.920027,0.763658901,3427.714071,1043.424095,3928.67067,78.42851901,6.799906216,17.36886098,0.000650432,0.082238713,1.230630362,23.61357924,0.012266141,0.851671951,1.709422899,0.24461978,0.0411021,0.01703047
42,277,5039,320,2234,4,7,6,6,320,NA,A659,Z027E0019,09IN5039,27,225.319,4.221541893,2.963356165,1374.926681,1.100113116,3805.851587,1232.276227,5039.428051,69.03489206,10.44605137,18.41898151,0.001500398,0.272332072,1.481053979,16.90039663,0.018281319,1.278104757,1.761910158,0.116320677,0.256707754,0.017019876
84,211,1512,234,4395,7,14,6,12,555,MO076,IBM,Z017E0046,09IN1512,17,319.688,3.910201528,1.768846799,1046.748569,0.477043444,2218.756163,1075.784207,4435.466483,50.51523781,2.999895727,20.00743418,0.001084846,0.103904275,1.14896335,16.97106253,0.011978257,2.297232245,2.330592316,0.043898952,0.269252988,0.016997275
86,87,1427,97,4579,8,15,2,2,97,MO040,IBM,Z017E0026,09IN1427,17,337.19,3.98924416,0.992911716,1327.581499,0.460462927,2813.631334,927.3721348,3518.531414,68.46151969,4.288955649,17.27225197,0.000927128,0.105918423,1.362072491,13.19274063,0.00859432,0.795231721,1.122748662,0.092027317,0.29890217,0.01698169
13,31,1486,34,664,2,3,1,1,34,MO033,IBM,Z017E0022,09IN1486,17,283,5.187502531,2.992020781,1283.116123,0.686405278,3615.37783,1157.404778,4367.325634,53.55157494,3.922133856,18.44179057,0.001262238,0.123105256,1.551030505,20.65040062,0.010993054,2.606990291,1.747391226,0.1217236,0.403138471,0.016979569
60,277,4847,320,3197,5,10,6,12,641,NA,M14,Z027E0159,09IN4847,27,194.618,5.665056676,4.563948938,1363.676188,0.557279365,3500.577977,1350.696168,3538.544781,90.67060266,6.279262129,17.62679102,0.001239577,0.196978409,1.616011074,20.33574372,0.019289647,1.555315732,1.486110641,0.129497165,0.267427753,0.016975356
80,82,4843,84,4245,7,14,2,8,405,NA,CML11,Z027E0070,09IN4843,27,249.515,3.004054077,0.959676749,1310.771351,0.728846904,2161.316053,1009.718013,4626.203982,57.89496048,5.175588066,13.8384354,0.001289081,0.114986332,1.027418596,14.34366404,0.014976724,0.895075528,2.731646786,0.092992035,0.163422827,0.016965188
19,3,4944,12,963,2,4,1,7,333,NA,WD,Z027E0278,09IN4944,27,195.859,4.465531421,2.643311254,1478.350092,2.087101184,3612.906941,1043.48063,3713.949971,71.89883685,5.940540379,21.6768921,0.00093839,0.479153409,3.725505326,24.70836787,0.017971768,1.192130117,1.989160717,0.161218441,0.107982366,0.016940302
72,240,1473,255,3774,6,12,6,12,576,MO215,IBM,Z017E0152,09IN1473,17,274.167,4.149970922,2.94666375,1633.762991,1.105178814,4013.869433,1231.911434,3559.224222,52.44583217,6.596879242,24.35759624,0.002630902,0.096173986,1.632716431,28.87534501,0.007556191,4.951385261,1.150359707,0.067812784,0.3130281,0.016906108
71,232,4958,264,3783,6,12,5,11,585,NA,NC364,Z027E0221,09IN4958,27,125.244,4.062343948,3.279831516,1142.430361,2.139718858,3870.10935,1215.013107,4619.17673,30.43392334,3.748930458,20.22546909,0.001794302,0.139377621,2.459952174,21.01253463,0.007429178,0.173360098,2.165610194,0.054369228,0.20908858,0.016875118
40,180,5089,188,2102,4,7,4,4,188,NA,Ki3,Z027E0151,09IN5089,27,227.385,4.165405141,3.520678612,1487.138684,0.752750571,3708.48562,990.494019,4109.703251,93.10016242,7.112040717,17.84402158,0.001394138,0.133714259,3.341489229,27.74414751,0.016573294,1.210941886,1.826095164,0.180585451,0.145443257,0.016846483
