plate,numinSet,sample,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,isIBM,pedigree,znum,entity_id,pop,SampleWeight,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
43,36,4842,28,2263,4,8,1,7,349,NA,GT112,Z027E0122,09IN4842,27,144.273,4.9221815,7.009910737,1592.96657,1.525548509,3474.012242,1418.761376,4387.333931,120.1473218,13.06734536,21.74519546,0.002132985,0.585825013,5.433400569,29.28837737,0.026801643,1.501673345,1.383755499,0.224513998,0.106221451,0.089164501
55,36,1409,28,2905,5,10,1,7,349,MO025,IBM,Z017E0015,09IN1409,17,361.04,4.054535233,2.193234434,1127.928643,0.741757416,3081.48375,962.6569505,3474.225228,39.72082515,4.107261511,20.75795334,0.00201678,0.244256754,2.514498427,22.57622031,0.011717891,1.35959715,1.249600201,0.080396867,0.174476058,0.088760587
40,176,5036,193,2107,4,7,4,4,193,NA,A661,Z027E0020,09IN5036,27,170.062,4.182409166,5.709617897,1424.197871,0.903824519,2896.208242,1222.980417,3788.715823,65.16234899,4.097101542,16.52962463,0.001246365,0.488553421,3.714564607,19.74006203,0.023586592,0.877472327,2.666450776,0.135904419,0.341111701,0.088676942
55,37,5144,42,2919,5,10,1,7,363,NA,Sg18,Z027E0248,09IN5144,27,150.597,5.064672728,8.299548848,1650.42002,0.906263439,3915.009258,1043.109786,3017.297599,91.21898628,11.03321649,22.35561733,0.002028137,0.2827245,3.063283525,33.52859219,0.027288199,1.386064514,2.019768519,0.197751136,0.328713009,0.088483395
56,23,1347,26,2903,5,10,2,8,347,MO272,IBM,Z017E0055,09IN1347,17,329.982,4.553917694,1.940187698,1234.943421,0.475142984,3381.284441,1106.687876,4597.322,33.91066046,5.963765698,19.52657269,0.001258501,0.051868447,1.669775155,19.76712791,0.012808375,5.957249701,1.530183147,0.067854319,0.427263997,0.088413179
55,35,1403,29,2906,5,10,1,7,350,MO253,IBM,Z017E0162,09IN1403,17,281.514,4.164074325,2.786759789,1347.391941,0.627436801,3241.566573,1024.076362,4246.254817,31.5197607,5.143492587,25.420225,0.001704493,0.268300738,1.55365032,20.91448728,0.014289553,1.457488486,2.201814638,0.080836192,0.226230316,0.087262963
55,33,4846,32,2909,5,10,1,7,353,NA,Mo17,Z027E0282,09IN4846,27,231.608,4.09835685,3.6390451,1330.506743,0.736852972,3639.186295,1128.095211,4286.146562,58.9457196,7.873631978,18.87853353,0.001015664,0.088042008,1.951620886,22.18493307,0.017356879,1.101282985,2.557675332,0.12417358,0.420236559,0.087230848
68,80,4903,86,3605,6,12,2,8,407,NA,DE_3,Z027E0112,09IN4903,27,237.693,2.820138159,0.727505465,1269.182901,0.948615339,2692.113665,926.8846116,4182.934847,65.08367061,4.028931651,15.81219203,0.001390683,0.220417069,1.908347608,13.79533269,0.008383157,0.859936326,3.502504095,0.110617492,0.24262997,0.086785382
53,253,4951,294,2850,5,9,5,5,294,NA,T234,Z027E0250,09IN4951,27,44,14.2400971,18.36072472,1550.451569,2.877602434,3547.930337,2214.611538,5727.696405,210.5055364,14.44926806,28.57353164,0.004595205,0.311773236,3.618237079,27.56910911,0.0820073,4.079196539,3.434509917,0.498447773,0.217690157,0.08638495
11,198,4892,220,540,1,2,5,11,540,NA,Il14H,Z027E0141,09IN4892,27,116.146,5.870965932,11.27382535,1500.020767,1.119239046,4333.86184,1585.173072,7522.681001,131.6004943,7.092713043,16.80197588,0.00120255,0.124349846,1.501346233,17.72509105,0.027930426,1.817725927,3.246742543,0.268019878,0.257216198,0.086014969
79,57,4945,58,4219,7,14,1,7,379,NA,Mo17,Z027E0282,09IN4945,27,313.208,4.039029781,0.943572855,1197.744975,0.703837684,2654.620772,1005.864566,4045.411049,18.05744679,6.079665474,20.03566928,0.001172652,0.095295516,2.603251168,21.48330507,0.013366122,1.148648586,1.522084443,0.019838739,0.288272052,0.085747027
52,145,5084,174,2730,5,9,4,4,174,NA,Ki21,Z027E0150,09IN5084,27,326.808,4.156756846,1.800969053,1331.245914,0.66883992,3409.473976,1088.676269,4129.193345,47.56999516,4.96477101,18.87816695,0.001203778,0.063098724,3.259321954,24.5115477,0.012231502,2.507955023,1.284070058,0.087452615,0.291991819,0.085481207
47,227,5073,253,2488,4,8,5,11,574,NA,NC366,Z027E0222,09IN5073,27,366.123,3.401385047,2.903204717,1429.313286,0.905391271,3106.360342,1225.238233,3900.702353,37.64728008,4.259254062,18.56583003,0.000996751,0.201034778,1.564520836,27.53328654,0.010571338,1.04597407,2.216319359,0.085711121,0.198006324,0.085468652
48,247,1496,275,2510,4,8,6,12,596,MO369,IBM,Z017E0089,09IN1496,17,445.336,5.063055444,1.929900284,1286.022793,0.70558092,2945.199504,1093.801893,3434.081364,54.04165601,6.944191696,18.44566654,0.000707468,0.123912221,2.375686377,17.37552431,0.008306747,1.562593871,1.738999994,0.087568476,0.275349508,0.085047976
57,160,4902,178,3055,5,10,3,9,499,NA,NC33,Z027E0206,09IN4902,27,288.874,4.098945031,2.196995103,1435.013896,0.477507519,4206.645983,1134.110237,3950.26274,25.87444791,7.626188039,13.55174131,0.001055203,0.128327751,1.632400113,23.99428622,0.013909402,0.884097854,1.780681269,0.059360038,0.206229256,0.084225117
6,234,1496,262,262,1,1,6,6,262,MO369,IBM,Z017E0089,09IN1496,17,464.558,4.317175847,1.201450764,1205.973011,0.539462362,2955.084629,1068.03169,3535.74463,78.68127707,5.56033108,18.13072716,0.000616714,0.109478906,2.813220634,17.22136403,0.00834997,1.199265612,1.588670851,0.206051489,0.291574544,0.083382972
47,254,5073,293,2528,4,8,5,11,614,NA,NC366,Z027E0222,09IN5073,27,360.861,3.82118631,2.254147555,1367.643913,0.459868469,3070.358068,1197.307359,3929.419272,33.07816798,4.288133824,19.9248722,0.001257561,0.211730733,1.609911815,27.92475513,0.011879208,1.00258974,2.275066299,0.068285644,0.219071418,0.083364422
37,40,4945,45,1959,4,7,1,1,45,NA,Mo17,Z027E0282,09IN4945,27,365.756,4.177576563,1.734639347,1283.605567,1.021160787,3173.315726,1079.652879,3888.422691,43.3288453,6.300753722,21.60179792,0.00118065,0.099704115,2.542660773,21.65692019,0.01049053,0.937225363,1.356509553,0.081807499,0.266789115,0.082312362
36,209,4878,236,1829,3,6,6,12,557,NA,NC232,Z027E0182,09IN4878,27,250.434,3.363688713,3.128292805,1349.77132,1.134602035,2729.902045,872.7227441,2954.615802,216.8479937,3.660127295,13.83869567,0.001654162,0.352329632,1.285028337,30.52866264,0.013661384,1.179567366,2.148966081,0.326016824,0.273419237,0.082033584
36,208,4878,237,1830,3,6,6,12,558,NA,NC232,Z027E0182,09IN4878,27,292.434,4.16491533,3.685583552,1413.865695,1.186409944,3109.054663,986.1806265,3346.573431,83.38982494,4.271645074,13.52067435,0.000776879,0.396950437,1.519640924,19.07087125,0.0066479,1.27394602,2.144092338,0.236508378,0.30540656,0.081875153
45,103,4901,114,2349,4,8,3,9,435,NA,Tzi11,Z027E0255,09IN4901,27,241.139,3.465727087,1.881300886,1131.352557,0.667713811,3448.055782,923.3852463,4310.640176,47.36395824,4.645737224,19.65826251,0.001073906,0.144291817,2.593913139,20.48730605,0.016638027,0.693239,1.800671376,0.083090313,0.4111855,0.081765101
53,219,4892,244,2800,5,9,5,5,244,NA,Il14H,Z027E0141,09IN4892,27,233.577,5.057835888,3.211876396,1488.88968,0.631288752,4774.153343,1332.679562,6467.036865,56.65079964,7.673519825,23.74984146,0.001120314,0.089178504,1.487000585,22.03193296,0.016504701,1.817469462,3.315151063,0.114189745,0.227077018,0.08141102
68,81,4903,85,3604,6,12,2,8,406,NA,DE_3,Z027E0112,09IN4903,27,251.004,3.285594307,0.956752276,1167.654136,1.336419799,2719.510849,991.6340842,4949.723162,40.07095963,2.767923552,15.35488919,0.001932565,0.255701865,1.697167728,15.37086553,0.009971518,0.881928361,4.256220303,0.055499512,0.223040122,0.081171349
19,70,5016,78,1029,2,4,1,7,399,NA,Mo17,Z027E0282,09IN5016,27,304.262,4.45832224,2.651354534,1395.276561,0.436140926,3855.190941,1154.599661,4296.080722,48.1691175,7.343299065,22.95307142,0.000799931,0.140959378,3.196209208,22.78808557,0.01049503,1.104438892,1.714154088,0.126991201,0.288431014,0.081070262
56,21,4873,24,2901,5,10,2,8,345,NA,Mo17,Z027E0282,09IN4873,27,164.73,4.321402164,5.941401442,1410.231863,0.94350175,3437.241287,1095.074724,3588.737707,60.85312841,5.866491153,24.48581024,0.001463033,0.155693942,2.41579393,19.17407746,0.023267779,0.888576781,2.538418096,0.150937962,0.328032122,0.080867725
14,23,1347,26,656,2,3,2,2,26,MO272,IBM,Z017E0055,09IN1347,17,315.813,4.388845818,2.946197547,1282.89612,0.574838703,3714.257252,1136.408908,4376.970113,32.29871424,6.255985236,18.85008711,0.001390059,0.059371521,1.515245564,19.47860272,0.011563657,5.37840022,1.551168047,0.093857303,0.422269443,0.080529451
41,264,5121,282,2196,4,7,5,5,282,NA,B75,Z027E0042,09IN5121,27,316.506,5.244296909,2.068915995,1594.031655,0.791806004,3187.894963,1310.547469,3545.201577,38.31530895,5.060677303,20.20484779,0.001257459,0.217870623,1.03501225,22.10809947,0.013337067,1.477672491,1.521668205,0.099000245,0.280411401,0.080477381
38,84,4970,82,1996,4,7,2,2,82,NA,B14A,Z027E0031,09IN4970,27,190.748,5.211594814,5.021008594,1436.077326,0.562815948,4075.968368,1461.029354,4181.208079,58.43182674,6.536197199,18.16981658,0.001070041,0.276751242,1.522327614,20.00078659,0.020684726,1.928693924,1.567649795,0.135006481,0.119877405,0.080083533
59,257,4992,289,3166,5,10,5,11,610,NA,Mo17,Z027E0282,09IN4992,27,368.866,4.610140906,3.244608475,1183.861757,0.687667752,3668.192219,1120.422802,3934.423798,52.10489598,5.354298672,22.19241271,0.000804753,0.118248748,3.084772165,21.67411804,0.010809016,1.532420246,1.527717897,0.104405726,0.305655232,0.079700315
83,281,5121,316,4477,7,14,5,11,637,NA,B75,Z027E0042,09IN5121,27,308.277,4.225639247,1.836334422,1418.018731,0.999622043,2734.517694,1278.173942,3597.504052,136.4085656,4.678965967,18.08997837,0.001747944,0.215056131,1.022496677,31.55952037,0.012201331,0.993793572,1.627065362,0.064524261,0.280720087,0.079694524
85,39,1366,44,4526,8,15,1,1,44,MO038,IBM,Z017E0097,09IN1366,17,301.891,4.791944589,1.20255619,1338.485234,0.518396877,2573.642332,1157.61379,4426.653782,88.34374456,7.650604593,29.15130335,0.001194815,0.219524005,3.651551468,25.58908299,0.010573747,0.886454431,2.734752626,0.117037886,0.132540583,0.079456143
72,206,4908,239,3758,6,12,6,12,560,NA,NC290A,Z027E0190,09IN4908,27,217.968,4.8328281,3.094604708,1619.804169,1.749323483,3332.416487,1394.32204,3823.187885,44.55182537,5.377830933,24.42804357,0.001349665,0.321612233,2.30488052,22.96678337,0.006639034,0.887859671,1.595134502,0.05729225,0.235771459,0.079288927
2,47,5120,53,53,1,1,2,2,53,NA,C123,Z027E0049,09IN5120,27,238.904,4.418165238,4.104941501,842.7219362,1.123673932,2848.353845,964.8253441,4775.78639,73.30920678,3.13650892,15.37479384,0.00164889,0.35637312,1.574293355,16.2125621,0.016125521,0.870497554,1.929072236,0.315033887,0.201267769,0.078834734
87,164,5077,183,4665,8,15,3,3,183,NA,NC258,Z027E0186,09IN5077,27,270.45,4.541457822,1.409704255,1393.533209,0.639474006,2643.383838,1136.726503,3936.511087,52.12943246,5.706942098,19.58968767,0.001271461,0.232881657,1.78429515,21.70951979,0.01148617,0.99036612,2.284448794,0.068966965,0.18631589,0.076943166
10,145,5084,174,494,1,2,4,10,494,NA,Ki21,Z027E0150,09IN5084,27,316.705,3.766922632,2.281807423,1298.498365,0.742875922,2741.709947,1014.204137,3921.376934,80.07396152,4.811143755,18.01990828,0.000737176,0.066844318,2.733409085,23.45938,0.011005717,1.524307867,1.266306439,0.32272547,0.271615087,0.076566289
5,254,5073,292,292,1,1,5,5,292,NA,NC366,Z027E0222,09IN5073,27,334.031,3.301771484,1.858556989,1355.812984,0.639281827,3036.003914,1205.87483,4130.476139,48.37114399,4.133313293,18.12326863,0.001289975,0.182378914,1.416336287,26.34880769,0.011212979,1.082472113,2.379069612,0.221589288,0.203588753,0.076518442
11,219,4892,244,564,1,2,5,11,564,NA,Il14H,Z027E0141,09IN4892,27,232.687,4.476930784,4.550065666,1611.349782,1.186795106,3921.774031,1280.257442,6120.828876,118.6848518,8.04054462,21.55336296,0.000904686,0.109598209,1.488551014,21.30216205,0.015296066,0.834223602,2.995257499,0.374329403,0.203215423,0.076150369
3,132,1394,135,135,1,1,3,3,135,MO286,IBM,Z017E0172,09IN1394,17,303.366,3.213138548,2.239697852,1087.661272,0.620461963,2979.329334,972.6230137,3333.405737,71.61508806,3.641189983,17.50162602,0.001217459,0.071542813,2.189456165,17.88984104,0.011909422,1.323667199,1.694593571,0.24583299,0.255773632,0.075764937
19,91,5016,102,1053,2,4,1,7,423,NA,Mo17,Z027E0282,09IN5016,27,287.925,3.927147856,2.262148171,1307.407995,0.580890435,3765.334445,1116.136876,4113.902737,62.02856785,7.089206272,22.12475839,0.000880115,0.137106404,2.755849839,22.51497612,0.007909031,0.979364775,1.713134912,0.227230946,0.286726956,0.075511842
26,81,4903,85,1357,3,5,2,2,85,NA,DE_3,Z027E0112,09IN4903,27,202.919,4.118461015,3.801567445,1059.279817,0.918696304,2914.833812,927.5817102,4660.906546,84.27667205,2.91082153,16.19834092,0.001125493,0.220151219,1.718963844,12.96080837,0.018472866,1.509590678,3.760218006,0.226159601,0.224171128,0.075380741
83,264,5121,282,4443,7,14,5,11,603,NA,B75,Z027E0042,09IN5121,27,372.256,4.075082176,1.330199617,1340.848784,0.524990647,2504.411254,1203.813199,3275.134343,40.73630199,4.75535448,19.22874007,0.001146924,0.218333455,0.964183845,19.6088184,0.010741023,0.930277028,1.382092475,0.066813367,0.218032458,0.075074945
53,198,4892,220,2776,5,9,5,5,220,NA,Il14H,Z027E0141,09IN4892,27,207.757,5.17182248,4.682659101,1642.95426,0.694337277,5183.46056,1450.546537,6600.498686,62.92867205,8.25921442,24.90867817,0.001167975,0.101611588,1.291385339,21.86787897,0.018760468,1.617673067,3.179941916,0.12561989,0.22348622,0.075018754
61,91,5016,102,3300,6,11,1,1,102,NA,Mo17,Z027E0282,09IN5016,27,297.765,3.631917237,1.252223167,1328.361234,0.430673906,3686.638238,1066.44887,4037.02739,28.73286273,6.619795907,21.55921947,0.000917592,0.138058978,2.800685622,21.26880618,0.011660043,0.814584144,1.656264219,0.033190548,0.280172573,0.074929456
45,122,4901,146,2381,4,8,3,9,467,NA,Tzi11,Z027E0255,09IN4901,27,234.242,3.961368757,2.38866712,1197.843188,0.768381148,3569.006406,941.9563444,4263.956663,64.49159069,4.538584959,19.82499371,0.000983721,0.116938032,2.794926014,20.31375053,0.01712613,1.34755979,1.906562436,0.150962209,0.410530077,0.074878977
68,52,1455,64,3583,6,12,2,8,385,MO208,IBM,Z017E0149,09IN1455,17,352.817,7.359264241,0.903202464,1819.012645,0.583225353,5863.726932,1662.69624,7130.286039,90.58503421,9.086702955,31.29713514,0.001226492,0.181027839,2.786197579,32.07046477,0.020843685,2.003768878,1.984691229,0.108691321,0.399708927,0.074533699
15,158,5000,176,806,2,3,3,3,176,NA,NC354,Z027E0216,09IN5000,27,249.603,3.881523071,2.274506939,1027.194715,0.449375365,3206.114573,1131.289036,4670.828967,51.344477,6.187648364,20.71613262,0.000762811,0.083328317,1.202341812,18.65553373,0.010258815,1.400767486,2.398491963,0.095783446,0.068842345,0.07430453
8,50,4845,66,386,1,2,2,8,386,NA,Mt42,Z027E0175,09IN4845,27,218.704,3.885473336,5.32366398,1427.042695,0.966530637,2941.378274,956.9037093,3310.045516,74.35428983,3.883235836,23.74277154,0.000932159,0.221258066,1.570500508,24.681623,0.015836676,1.264140642,1.118798961,0.350261969,0.294989091,0.073793701
80,44,4914,49,4210,7,14,2,8,370,NA,Ki43,Z027E0152,09IN4914,27,139.62,4.930235839,1.613757009,1760.737493,0.955624357,4279.194811,1472.192248,5278.544487,68.30187628,6.664652311,17.78411327,0.002084428,0.0791973,2.040924894,20.88322943,0.029103448,0.716513653,4.843713444,0.041809345,0.191721242,0.0734934
38,17,1373,19,1933,4,7,2,2,19,MO120,IBM,Z017E0121,09IN1373,17,301.537,5.387587202,3.218276428,1111.814941,0.77572482,2963.012225,1112.597853,4100.914384,54.77845742,7.50438391,23.21515161,0.001438809,0.069502166,0.988219775,22.21647623,0.012221435,1.530929794,2.63630139,0.078861644,0.283985942,0.073256414
43,61,4842,68,2303,4,8,1,7,389,NA,GT112,Z027E0122,09IN4842,27,66.145,5.83926861,10.68200142,1880.334386,1.955321604,3458.191399,1656.021715,4606.305955,236.6687467,13.57940298,18.76984412,0.004244928,0.70307886,5.465748443,26.14924913,0.057858989,1.896217909,1.419572424,0.521040339,0.13869607,0.073209945
11,200,1524,223,543,1,2,5,11,543,MO066,IBM,Z017E0042,09IN1524,17,291.128,4.051657184,4.294002059,1122.221398,0.914808188,2428.58687,983.956314,3128.220939,70.47803896,3.460018194,18.71790107,0.00101197,0.188466076,2.556770358,19.75630544,0.011402723,3.295053209,1.486980418,0.177851565,0.324770508,0.073147209
76,181,4932,214,4054,7,13,4,4,214,NA,R109B,Z027E0236,09IN4932,27,329.559,3.65963212,1.003631465,1306.543633,0.604315099,3185.687028,1065.018684,3257.405802,108.8118184,3.750749328,31.38833038,0.001244275,0.193708906,2.385372709,24.10403393,0.012353655,1.576036407,1.08256026,0.187635712,0.16515243,0.073146697
1,61,4842,68,68,1,1,1,1,68,NA,GT112,Z027E0122,09IN4842,27,62.974,10.06942509,9.949014004,1788.162904,2.860100103,3931.637034,1702.50773,5160.285615,410.0918124,16.36175894,20.69003049,0.003691463,0.70079823,6.389452807,51.6808429,0.05111376,3.706791586,1.491759959,1.338994581,0.138205099,0.072988383
35,199,1408,222,1815,3,6,5,11,543,MO125,IBM,Z017E0123,09IN1408,17,333.759,3.945165609,3.075798471,1284.265099,1.015082693,3402.851857,1014.278643,4503.023133,135.6113141,4.308497869,25.22483824,0.001966372,0.22472814,2.929785092,39.86580656,0.007428163,0.968130331,1.811596661,0.264108418,0.295167823,0.072889234
40,145,5054,174,2088,4,7,4,4,174,NA,Mo17,Z027E0282,09IN5054,27,405.462,4.714823608,1.835544047,1311.794932,0.397899787,3320.133077,1032.462057,3927.307477,34.71883044,4.306965291,23.09058144,0.00102657,0.123272851,3.179608949,20.85067119,0.009998908,0.993981082,1.662086204,0.068327683,0.315369104,0.072660682
61,70,5016,78,3276,6,11,1,1,78,NA,Mo17,Z027E0282,09IN5016,27,306.856,4.234431265,0.809546187,1369.213097,0.439625649,3946.174207,1201.18406,4165.10745,24.97640564,7.136349455,21.90795734,0.000867571,0.141353809,2.914036529,22.56190985,0.018767082,1.194903388,1.625173617,0.026467039,0.278955402,0.072628238
69,101,4943,116,3635,6,12,3,9,437,NA,CI28A,Z027E0056,09IN4943,27,324.495,2.148251356,0.666493873,1414.753474,0.461866602,3239.143295,824.3692744,2902.152233,30.01816849,8.161179872,27.70062309,0.000790615,0.059156482,1.773599185,20.55480993,0.007221922,0.99585205,1.3792142,0.037888922,0.151064121,0.072505336
82,176,5036,193,4354,7,14,4,10,514,NA,A661,Z027E0020,09IN5036,27,206.387,3.242506775,1.118382067,1303.597227,0.882683383,2735.069256,1009.981496,3299.995646,37.5447707,3.613520522,17.42872545,0.001637025,0.410362454,2.775750739,17.61905733,0.018264057,0.95149855,2.306380588,0.046489542,0.308800303,0.072395484
15,135,1490,150,780,2,3,3,3,150,MO127,IBM,Z017E0124,09IN1490,17,270,4.401826208,1.991625216,1300.405642,0.48208195,3105.94932,997.8756526,3959.435471,46.34320661,4.936644654,27.7675653,0.000923985,0.029761188,1.629235993,20.57081677,0.008009238,2.267666044,2.715624765,0.09938243,0.410618754,0.072214081
72,211,4908,234,3753,6,12,6,12,555,NA,NC290A,Z027E0190,09IN4908,27,179.194,3.870729826,4.412787734,1437.345999,2.185053564,3431.746263,1184.99601,3566.629492,49.69898261,5.167377866,21.74337024,0.001622021,0.281499742,2.029928678,22.28171739,0.006626015,1.039665166,1.557452765,0.090308741,0.227805257,0.071522889
12,238,5097,257,577,1,2,6,12,577,NA,NC344,Z027E0211,09IN5097,27,162.093,4.596416458,9.605810307,1320.343863,0.777482489,3243.69137,1067.417812,3728.749266,91.08801228,6.138936457,13.99094593,0.001059374,0.151174803,2.611259474,20.20720129,0.01971564,1.198257896,1.386841933,0.341210696,0.120320997,0.071500403
62,85,5077,95,3293,6,11,2,2,95,NA,NC258,Z027E0186,09IN5077,27,291.515,3.46489003,0.934914293,1374.964383,0.49906644,3448.877514,1127.82036,3896.569645,63.24321896,5.353613986,18.91311949,0.001228136,0.181249582,1.742793077,20.27430773,0.013101488,1.493014275,2.087785715,0.07050593,0.198016001,0.071077031
87,189,5077,205,4687,8,15,3,3,205,NA,NC258,Z027E0186,09IN5077,27,252.024,5.270756025,1.283312838,1311.121776,0.730842741,2709.065436,1079.342928,3800.260454,34.63733678,5.28745918,18.3103783,0.001277536,0.236600618,1.831283619,22.32327791,0.013947051,1.062383529,2.070244951,0.037168704,0.179397132,0.070757209
21,124,5055,144,1095,2,4,3,9,465,NA,A682,Z027E0023,09IN5055,27,390.019,4.741034094,1.209493392,1227.893246,0.484554894,3435.599618,847.8171162,3420.324821,42.50060654,3.866011347,20.42709846,0.007264603,0.156839225,2.834233084,18.64663897,0.021135047,0.936386814,1.613065501,0.117029909,0.269539001,0.070659055
15,154,1490,164,794,2,3,3,3,164,MO127,IBM,Z017E0124,09IN1490,17,300.702,4.058625501,1.762782274,1317.032112,0.350378623,3122.202548,984.2942437,3710.546449,55.96572109,5.225026162,26.85131517,0.000690549,0.027670816,1.708350253,21.90539243,0.005838613,2.043450089,2.6875143,0.114390647,0.419241564,0.070018619
87,103,4932,114,4596,8,15,3,3,114,NA,R109B,Z027E0236,09IN4932,27,303,4.285574008,1.455583285,1059.263898,0.379821045,2344.781203,1027.184773,4190.738933,46.3434164,3.406126493,28.23356543,0.001010132,0.190935522,2.083193913,19.21447195,0.011158405,0.88295292,1.539865456,0.050884182,0.15283054,0.069977147
57,163,4926,182,3059,5,10,3,9,503,NA,B73,Z027E0040,09IN4926,27,236.2,4.708574635,4.430492075,1044.323582,0.86446776,2819.52382,988.993042,3976.986182,37.60338411,4.900493812,18.07978752,0.001477573,0.241733366,1.768615015,19.92422488,0.016751348,0.808039529,1.394717981,0.093510458,0.156109922,0.069373935
